,FW,LW,"RW,AM",AM,RW,DM,LB,CB,RB,GK,LM,CM,RM,"CM,RW","LW,RW","RM,LM","RM,CM",WB,"LM,FW","CM,RM","LW,LM","RW,RM","CB,CM","AM,FW","FW,LW","CM,DM","DM,CM","WB,LB","WB,RB","LW,AM","DM,RM","LM,RM","LB,CB","RM,CB,LM","FW,AM","RW,RB","RM,CB","FW,CM","LW,FW","RW,WB","RW,LB,WB","CM,LM,DM","CM,RM,AM","CB,RB","LW,FW,RW","CM,FW","RW,RM,AM","AM,LW","LM,LW","FW,LM","AM,CM","RB,LM","LM,LB","RM,RB","AM,RM","CM,AM","RW,FW","RW,LW","LW,RB","LM,DM","RM,AM","FW,AM,RW","DM,LM","RM,DM","WB,CM","CB,WB","AM,LM","CB,LB","CM,LM","RB,LB","CM,LW,AM","CM,AM,RW","AM,RW,RM","FW,RW","LB,LM","LB,LW","RB,RW","RW,CM","FW,RM","WB,LB,CB","WB,DM,CM","CB,RB,RW","WB,LW","WB,RW","AM,RW","DM,AM","LW,LB","DM,RW","LM,RW","AM,DM","CM,FW,LM","LM,CM","RM,WB","LB,WB","RB,CB","LM,RB","LW,RM","RM,LW","CB,DM","LW,WB,LM","RW,WB,RM","LM,CM,DM","LW,CB","LW,WB","LM,AM","LW,AM,FW","CM,CB","AM,DM,CM","RM,LB","LB,RB","RW,DM","CB,RW","RB,WB","AM,LM,LW","RW,FW,RM","RB,DM","LW,RW,FW","CM,LB","CM,LW","WB,LB,LM","RM,RW","FW,LW,RW","DM,LW","FW,LM,LW","FW,RM,RB","AM,FW,RM","FW,RB","LM,CB","RM,CM,LM","RB,CM","LB,CM","RW,LM","LM,WB","CM,RM,LB","WB,LB,RB","CM,DM,RM","WB,LW,LM","AM,CM,FW","DM,CB","LB,RM","RW,AM,FW","AM,FW,RW","DM,CM,LM","LW,LM,RW","RM,WB,LB","WB,RM","RW,LM,FW","LW,RW,RM,AM","RW,FW,LM","RM,CM,DM","CM,RB","CM,WB","WB,AM,FW","LW,DM","LB,WB,RB","WB,AM","DM,CM,AM","DM,CM,CB","WB,LW,RW"
Tacles réussis_x,0.3104757785467128,0.48606288580246904,1.9375,0.5032865793695979,0.6760714285714287,1.566213017751479,1.2676658221666004,0.7313121306033972,1.5534072471606275,0.014702606371129424,1.120416622382825,1.3264,0.8505382545174932,0.888888888888889,0.16000000000000006,0.0,0.3905325443786983,1.209829867674858,0.22222222222222224,1.0,1.7851239669421488,2.6388888888888884,0.6875,1.472222222222222,0.2479338842975206,0.9940828402366864,1.704315886134068,0.2469135802469136,1.8698224852071006,0.46913580246913583,0.8888888888888892,0.1875,0.5555555555555557,0.0,0.8400000000000001,0.0,0.0,0.5306122448979591,2.0661157024793395,0.25,0.25,0.25,0.0,1.6,0.0,0.22222222222222224,0.0,0.24000000000000005,0.734375,0.0,0.75,0.0,0.0,0.22222222222222224,0.22222222222222224,2.805555555555556,0.5306122448979591,0.22222222222222224,0.0,0.888888888888889,0.25,0.0,0.25,1.5,0.0,0.0,0.888888888888889,0.22222222222222224,1.1111111111111112,0.4,0.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.25,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,1.0,0.0,0.4132231404958677,0.16000000000000006,0.25,0.0,0.25,0.0,0.0,0.3209876543209877,0.25,0.609375,0.4462809917355371,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222222222222222,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacles (ZDéf),0.0970242214532872,0.46682098765432095,0.234375,0.3200662491589461,0.756938775510204,1.174023668639053,1.3167485729983823,0.9517561686057343,1.7712276906435909,0.02425682532610579,0.7801041555957062,0.961664,0.738658208381392,2.0,0.09000000000000001,0.0,0.48520710059171596,1.4635580760344467,0.888888888888889,0.41,1.3388429752066116,2.2430555555555554,0.6875,0.38888888888888884,0.3801652892561984,0.6937869822485209,1.1808999081726352,0.0,1.3846153846153846,0.2222222222222222,0.25,0.0,0.47222222222222215,0.0,0.09000000000000001,0.0,0.0,0.4897959183673471,0.3801652892561984,0.25,0.0,1.0,0.0,0.9600000000000002,0.0,0.0,0.0,0.6399999999999999,0.484375,0.0,0.234375,0.0,0.0,0.6666666666666666,0.0,0.5555555555555556,0.20408163265306126,0.0,0.0,0.22222222222222224,0.25,0.0,0.25,1.6875,0.0,0.0,0.5555555555555557,0.5555555555555556,0.9876543209876544,1.04,0.0,0.0,0.0,0.20408163265306126,0.888888888888889,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.08264462809917353,0.24000000000000005,0.25,0.0,0.25,0.0,0.0,0.46913580246913583,0.25,1.1875,0.8099173553719008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.555555555555556,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacles (MilTer),0.2693771626297578,0.37147955246913583,1.25,0.3662336317995964,0.27265306122448973,1.1763905325443786,0.5774549006440586,0.425887821978357,0.6802325581395349,0.0,0.8132638962695291,1.225024,0.5229719338715877,0.0,0.16000000000000006,0.0,0.21301775147928995,0.49191346355807597,0.888888888888889,1.4900000000000002,0.2479338842975206,0.5763888888888888,0.0,0.5763888888888887,0.1983471074380165,0.9659763313609466,1.3902662993572084,0.46913580246913583,0.828402366863905,0.09876543209876543,1.1388888888888888,0.1875,0.1388888888888889,0.0,0.45,0.0,0.0,0.20408163265306126,1.1074380165289255,0.0,0.0,0.25,0.0,0.24,0.0,0.22222222222222224,0.0,0.24000000000000005,0.234375,0.0,1.75,0.0,0.0,0.22222222222222224,0.0,1.138888888888889,0.4897959183673471,0.0,0.0,0.22222222222222224,0.25,0.0,1.0,0.1875,0.0,0.0,1.2222222222222225,0.2222222222222223,1.3333333333333333,0.0,0.0,0.0,0.0,0.24489795918367346,0.22222222222222224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9917355371900825,0.0,0.25,0.0,0.0,0.0,0.0,0.8888888888888891,0.25,0.4375,0.42975206611570244,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.25,0.0,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacles (ZOff),0.14265570934256055,0.18962191358024694,0.75,0.17949381501992648,0.2553061224489796,0.17136094674556213,0.16721101309483835,0.04545800944977899,0.15156841535965385,0.0,0.2049101923690084,0.17439999999999997,0.3860053825451747,0.22222222222222224,0.4400000000000001,0.0,0.21301775147928995,0.297836588951901,0.0,0.16000000000000006,0.08264462809917354,0.3541666666666667,0.1875,0.4097222222222221,0.14876033057851235,0.2544378698224852,0.12855831037649218,0.09876543209876543,0.0,0.9135802469135802,0.0,0.75,0.0,0.0,0.09000000000000001,0.0,0.0,0.4897959183673471,0.14876033057851235,0.0,0.25,0.25,0.0,0.20999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.22222222222222224,1.8055555555555556,0.12244897959183677,0.22222222222222224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13888888888888892,0.2222222222222222,0.24000000000000005,0.0,0.0,0.0,0.6938775510204082,0.0,0.0,0.888888888888889,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.1983471074380165,0.0,0.0,0.0,0.0,0.0,0.0,0.46913580246913583,0.0,0.1875,0.1983471074380165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbleurs taclés,0.12145328719723184,0.3298128858024691,0.484375,0.268412608043062,0.38015306122448983,1.3079289940828402,1.1382436433564298,0.5769784416332198,1.4352014602487833,0.02425682532610579,0.7023063024763524,0.8085760000000001,0.6224529027297193,2.0,0.16000000000000006,0.0,0.3905325443786983,0.9708044528460412,0.22222222222222224,0.49000000000000005,0.2479338842975206,1.9722222222222223,0.25,0.5555555555555557,0.14876033057851235,0.46745562130177515,1.0762167125803488,0.1728395061728395,0.6863905325443789,0.2222222222222222,0.22222222222222224,0.1875,0.22222222222222224,0.0,0.36000000000000004,0.0,0.0,0.24489795918367344,0.42975206611570244,0.25,0.0,0.25,0.0,0.45,0.0,0.22222222222222224,0.0,1.44,0.1875,0.0,0.234375,0.0,0.0,0.0,0.0,2.0,0.12244897959183677,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.5555555555555556,1.1111111111111112,1.4400000000000002,0.0,0.0,0.0,0.5306122448979591,2.0,1.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.1983471074380165,0.16000000000000006,0.25,0.0,0.0,0.0,0.0,0.4444444444444444,0.25,0.484375,0.8099173553719006,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbles mis en échec,0.46795847750865055,0.9488811728395061,2.359375,0.8191087417835513,1.4181632653061222,2.554378698224852,2.105369188974695,1.007506477671087,2.2614926987560846,0.051731392787307255,2.4689127431182905,2.2075039999999997,1.7271241830065358,3.555555555555556,0.20999999999999996,0.0,1.6094674556213018,2.350766645662675,0.22222222222222224,1.0100000000000002,0.8099173553719006,2.4097222222222223,1.6875,1.6875,0.1983471074380165,1.3979289940828403,2.9715335169880626,0.46913580246913583,0.8520710059171598,1.1111111111111112,1.888888888888889,0.25,0.22222222222222224,0.0,2.5599999999999996,0.0,0.0,0.5306122448979591,1.6363636363636365,0.25,1.0,0.25,0.0,1.3599999999999999,0.0,0.22222222222222224,0.0,2.1599999999999997,0.25,0.0,0.25,0.0,0.0,0.2222222222222222,0.0,6.13888888888889,0.9795918367346937,0.22222222222222224,0.0,0.888888888888889,1.0,0.0,1.0,0.75,0.0,0.0,0.6666666666666666,2.555555555555556,1.2098765432098766,9.84,0.0,0.0,0.0,1.0612244897959184,1.5555555555555556,1.0,2.0,0.0,0.888888888888889,0.0,0.0,0.0,0.25,0.0,0.7272727272727273,1.36,0.0,0.0,0.0,0.0,0.0,0.691358024691358,1.0,1.4375,1.0578512396694215,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% of Dribblers Tackled,2270.425208333333,1775.0400969529085,1636.2347222222222,1867.310685404339,1712.6523022460938,1504.7766198015122,1638.8977593388875,1842.2593444444442,1645.1952888888889,2479.3388429752067,1556.8428954081633,1621.1904053596295,1760.026941666667,0.0,2222.2222222222226,,1172.9013888888887,1444.5197789115646,431.97555555555556,1200.6313580246915,1802.9253061224492,1523.4375,69.72250000000003,1165.068163265306,1875.0,1379.6866666666665,1444.0624000000003,1666.6666666666667,1584.1323966942148,2000.0,1679.6875,2500.0,1666.6666666666667,,256.0,,0.0,555.5555555555555,1156.1784,0.0,0.0,1112.2225,,2219.387755102041,0.0,2500.0,0.0,1250.0,2040.8163265306123,,1875.0,,,555.5555555555555,,11.202222222222227,555.5555555555555,0.0,,0.0,0.0,0.0,0.0,555.5555555555555,0.0,0.0,0.0,803.0866666666667,1246.16359375,937.9168750000001,0.0,0.0,0.0,1728.642222222222,2500.0,156.25,0.0,,625.0,,0.0,0.0,0.0,0.0,1788.1598437500004,2500.0,2500.0,,,0.0,,1905.5035937500002,0.0,1666.6666666666667,1224.3538775510203,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,416.6666666666667,0.0,,460.10249999999996,,0.0,0.0,0.0,,,0.0,44.22249999999998,,0.0,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0
Tacles manqués,0.349273356401384,0.4995659722222222,2.5,0.5371357590186844,0.6928061224489795,0.816863905325444,0.57812643081713,0.3873096919507529,0.5636492698756085,0.028959679215861,1.2645339568498248,0.964176,0.892060745866974,0.22222222222222224,0.09000000000000001,0.0,0.5562130177514794,0.8494013862633899,0.2222222222222222,0.36000000000000004,0.42975206611570244,0.40972222222222215,0.6875,0.7430555555555557,0.24793388429752064,0.7292899408284023,1.379247015610652,0.1728395061728395,0.5207100591715975,1.1111111111111114,1.3333333333333333,0.1875,0.22222222222222224,0.0,1.4,0.0,0.0,0.12244897959183677,0.6115702479338843,0.0,1.0,1.0,0.0,1.01,0.0,0.22222222222222224,0.0,0.24000000000000005,0.4375,0.0,0.109375,0.0,0.0,0.22222222222222224,0.0,1.1388888888888888,0.7755102040816327,0.0,0.0,0.22222222222222224,1.0,0.0,1.0,0.6875,0.0,0.0,0.6666666666666666,0.888888888888889,0.3209876543209877,5.2,0.0,0.0,0.0,0.20408163265306126,0.22222222222222224,0.0,0.888888888888889,0.0,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.5619834710743802,1.44,0.25,0.0,0.0,0.0,0.0,0.6172839506172841,0.25,0.484375,0.38016528925619836,0.0,0.0,0.25,0.0,0.0,0.0,0.1875,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balles contrées_y,0.5798875432525952,0.7939332561728395,1.609375,0.5230578127426116,0.8612244897959183,1.4201775147928992,1.0554012392784102,1.4528611830852343,1.4994591671173605,0.009851241305908271,0.9280476139866085,1.2998559999999997,1.0080738177623993,0.0,0.4400000000000001,0.0,2.591715976331361,0.7813484562066789,0.0,0.89,0.6115702479338843,1.972222222222222,1.6875,0.8541666666666666,0.6280991735537188,1.0014792899408285,1.4104683195592287,0.54320987654321,0.7928994082840238,0.2469135802469136,3.5833333333333335,1.1875,3.5833333333333335,0.0,1.0399999999999998,0.0,0.0,0.4897959183673469,1.2892561983471074,0.25,1.0,2.25,0.0,1.61,0.0,0.22222222222222224,0.0,0.6399999999999999,0.484375,0.25,0.984375,0.0,0.0,1.5555555555555554,0.888888888888889,1.8055555555555556,0.12244897959183677,0.888888888888889,0.0,0.6666666666666666,0.25,0.0,0.0,0.1875,0.0,0.0,1.2222222222222225,1.1388888888888888,1.3333333333333335,0.16000000000000006,0.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.25,0.22222222222222224,0.888888888888889,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.3801652892561984,0.56,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.25,2.234375,1.6033057851239667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,1.5555555555555554,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tirs bloqués,0.08978373702422145,0.09027777777777776,0.0,0.027948863930438387,0.05387755102040818,0.2651479289940829,0.25744024907664603,0.910819827600806,0.3504597079502434,0.0,0.09246466149431397,0.38905599999999996,0.12764321414840443,0.0,0.0,0.0,0.17751479289940827,0.1907162360848562,0.0,0.16000000000000006,0.08264462809917353,0.30555555555555547,0.75,0.13888888888888887,0.0,0.1301775147928994,0.25895316804407714,0.09876543209876543,0.3905325443786983,0.09876543209876543,0.25,0.0,0.5555555555555557,0.0,0.36000000000000004,0.0,0.0,0.12244897959183677,0.0,0.25,0.25,0.0,0.0,1.0900000000000003,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.888888888888889,0.0,0.13888888888888892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13888888888888892,0.22222222222222224,0.46913580246913583,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.08264462809917353,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.25,0.42975206611570244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes bloquées_y,0.5130103806228373,0.6330536265432101,1.609375,0.4944878629470524,0.7395918367346939,1.0854437869822484,0.6778791856170447,0.5203813781774458,1.010275824770146,0.009851241305908271,0.7781910936337548,0.8339999999999999,0.7089580930411381,0.0,0.4400000000000001,0.0,1.763313609467456,0.6406217181264443,0.0,0.6100000000000001,0.42975206611570244,1.6666666666666667,0.1875,0.7430555555555557,0.6280991735537188,0.5340236686390533,1.0303030303030303,0.39506172839506176,0.3905325443786983,0.2469135802469136,2.3333333333333335,1.1875,2.138888888888889,0.0,0.44000000000000006,0.0,0.0,0.5306122448979591,1.2892561983471074,0.0,0.25,2.25,0.0,0.44000000000000006,0.0,0.0,0.0,0.6399999999999999,0.484375,0.25,0.484375,0.0,0.0,0.6666666666666666,0.888888888888889,1.0,0.12244897959183677,0.888888888888889,0.0,0.6666666666666666,0.25,0.0,0.0,0.1875,0.0,0.0,0.5833333333333334,0.5833333333333334,0.54320987654321,0.16000000000000006,0.0,0.0,0.0,0.5714285714285714,0.22222222222222224,0.25,0.0,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.4132231404958677,0.56,0.0,0.0,1.0,0.0,0.0,0.9876543209876544,0.25,1.359375,1.2892561983471071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,1.5555555555555554,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interceptions_y,0.11587370242214531,0.3564332561728395,0.484375,0.3392163966668391,0.3777551020408163,1.3600591715976333,1.1900735630780501,1.42097241274196,1.1606273661438617,0.019504467711195263,0.7784036560739718,1.0836640000000002,0.5590157631680122,0.0,0.16000000000000006,0.0,0.4023668639053255,0.6570048309178745,0.0,1.61,0.2314049586776859,0.40972222222222215,1.5,0.13888888888888892,0.0,1.539940828402367,0.6685032139577594,0.7654320987654322,1.597633136094675,0.2222222222222222,0.25,0.25,0.47222222222222227,0.0,0.16000000000000006,0.0,0.0,0.0,0.24793388429752064,0.0,0.25,1.0,0.0,1.36,0.0,0.0,0.0,0.16000000000000003,0.1875,0.0,0.1875,0.0,0.0,0.2222222222222222,0.22222222222222224,1.2222222222222223,0.0,0.22222222222222224,0.0,0.888888888888889,0.0,0.0,1.0,0.0,0.0,0.0,0.5833333333333334,0.1388888888888889,0.8888888888888888,2.9600000000000004,0.0,0.0,0.0,0.20408163265306126,0.888888888888889,0.25,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.9586776859504134,0.0,0.25,0.0,0.0,0.0,0.0,2.7654320987654324,0.25,0.234375,0.7768595041322315,0.0,0.0,0.1875,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,4.222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tcl+Int,0.783598615916955,1.7816358024691357,4.4375,1.7089177578800268,2.4099999999999997,5.376390532544379,4.774823723329569,3.231235922708259,5.229313142239048,0.04277121853419469,3.968965883728346,4.569744,3.0780469050365227,3.555555555555556,0.6900000000000002,0.0,1.9763313609467454,3.5694181894559964,0.888888888888889,4.09,3.3388429752066107,6.138888888888888,3.25,1.9166666666666667,0.5619834710743802,3.575443786982248,4.94949494949495,1.9506172839506175,4.153846153846154,1.0617283950617284,3.1388888888888893,1.6875,1.9166666666666667,0.0,1.4900000000000004,0.0,0.0,1.2653061224489794,3.652892561983471,0.25,1.0,1.0,0.0,6.010000000000001,0.0,0.22222222222222224,0.0,2.1599999999999997,1.0,0.0,3.4375,0.0,0.0,0.22222222222222224,0.22222222222222224,7.5555555555555545,1.3469387755102038,0.888888888888889,0.0,2.888888888888889,1.0,0.0,0.25,2.25,0.0,0.0,2.5833333333333335,2.3333333333333335,3.135802469135802,7.6,0.0,0.0,0.0,1.7142857142857142,2.0,2.25,1.5555555555555554,0.22222222222222224,0.888888888888889,0.0,0.0,0.0,1.0,0.0,2.6280991735537196,0.24000000000000005,2.25,0.0,0.25,0.0,0.0,3.9506172839506175,0.25,1.484375,1.1570247933884301,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.25,0.25,0.0,0.0,0.0,0.0,3.5555555555555554,0.0,0.25,1.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dégagements,0.6777162629757786,0.5358314043209877,0.484375,0.3662336317995964,0.433469387755102,1.7536094674556213,2.7641402887579747,6.811736862605633,3.0684153596538675,0.43231603178139155,0.9080667446062279,1.5504,0.7986351403306421,0.22222222222222224,0.09000000000000001,0.0,0.5562130177514794,1.8500315059861379,2.0,1.5599999999999998,0.14876033057851237,2.076388888888889,5.25,0.4166666666666667,0.4132231404958677,1.1553254437869824,1.4233241505968781,2.17283950617284,2.686390532544379,0.46913580246913583,0.22222222222222224,0.75,5.8055555555555545,0.0,1.2900000000000003,0.0,0.0,0.24489795918367346,0.0,2.25,2.25,4.0,0.0,3.0900000000000007,0.0,0.22222222222222224,0.0,0.0,1.1875,0.0,0.1875,0.0,0.0,2.8888888888888893,0.0,1.2222222222222223,0.489795918367347,0.22222222222222224,0.25,0.22222222222222224,0.25,0.0,0.0,4.6875,0.0,0.0,1.8888888888888893,6.138888888888889,0.9135802469135802,0.56,0.0,0.0,0.0,0.24489795918367346,0.22222222222222224,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.2644628099173554,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,2.320987654320987,4.0,1.1875,2.56198347107438,0.0,0.0,0.1875,0.0,0.0,0.0,0.6875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.0,1.0,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erreurs,0.005847750865051905,0.0,0.0,0.0,0.0,0.02254437869822485,0.005494337779677055,0.03566529492455418,0.01149269875608437,0.05613722432613056,0.010202997130407053,0.015744000000000005,0.0,0.0,0.0,0.0,0.0,0.041587901701323246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036982248520710054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
