,Joueur,Numéro de maillot,Nation,Emplacement,Âge,Minutes,Buts,Passes décisives_x,Pénaltys marqués,Pénaltys tirés,Total des tirs ,Shots on Target,Cartons jaunes_x,Cartons rouges_x,Touches_x,Tacles_x,Interceptions_x,Balles contrées_x,xG: Expected Goals,npxG: xG sans les pénaltys,xAG: Expected Assisted Goals_x,Actions menant à un tir,Actions menant à un but,Passes réussies_x,Passes tentées_x,% de passes réussies_x,Passes progressives_x,Balle au pied_x,Possessions progressives_x,Dribbles tentés_x,Dribbles réussis_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes réussies_y,Passes tentées_y,% de passes réussies_y,Distance totale des passes,Distance parcourue vers l'attaque avec les passes,Passes réussies (Court),Passes tentées (Court),% de passes réussies (Court),Passes réussies (Moyen),Passes tentées (Moyen),% de passes réussies (Moyen),Passes réussies (Long),Passes tentées (Long),% de passes réussies (Long),Passes décisives_y,xAG: Expected Assisted Goals_y,xA: Expected Assists,Passes clés,Passes dans le dernier tiers du terrain,Passes dans la surface de réparation,Centres dans la surface de réparation,Passes progressives_y,Passes tentées,Live-ball Passes,Dead-ball Passes,Passes sur coups francs,Passe en profondeur,Transversales,Centres_x,Throw-ins Taken,Corners,Corners rentrants,Corners sortants,Corners droits,Passes réussies,Passes hors-jeux,Passes bloquées_x,Tacles_y,Tacles réussis_x,Tacles (ZDéf),Tacles (MilTer),Tacles (ZOff),Dribbleurs taclés,Dribbles mis en échec,% of Dribblers Tackled,Tacles manqués,Balles contrées_y,Tirs bloqués,Passes bloquées_y,Interceptions_y,Tcl+Int,Dégagements,Erreurs,Touches_y,Touches (SurfRépDéf),Touches (ZDéf),Touches (MilTer),Touches (ZOff),Touches (SurfRépOff),Touches (Ballon vivant),Dribbles tentés_y,Dribbles réussis_y,% de dribbles réussis,Nombre de fois où le joueur a été taclé,Pourcentage de tacles subis lors des tentatives de franchissement,Balle au pied_y,Distance totale parcourue avec le ballon,Distance parcourue vers l'attaque en portant la balle,Possessions progressives_y,Chevauchées dans le dernier tiers,Chevauchées dans la surface de réparation,Mauvais contrôle,Perte de balle,Passes reçues,Passes progressives reçues,Cartons jaunes_y,Cartons rouges_y,Deuxième carton jaune,Fautes commises,Fautes provoquées,Hors-jeux,Centres_y,Interceptions,Tacles réussis_y,Pénaltys réussis,Pénaltys concédés,But contre son camp,Récupérations de balle,Aerials Won,Aerials Lost,% of Aerials Won
6,Joelinton,7,br BRA,LM,25-357,90,0,1,0,0,3,2,0,0,65,1,2,0,0.2,0.2,0.3,6,2,50,55,90.9,11,32,1,5,4,b2b47a98,1ac96eb4,c17bfb65,b2b47a98,2,e4a775cb,0,50,55,90.9,775,241,27,29,93.1,16,18,88.9,4,4,100.0,1,0.3,0.2,3,4,2,2,11,55,52,3,1,0,1,2,0,1,0,0,0,50,0,0,1,1,0,0,1,1,3,33.3,2,0,0,0,2,3,0,0,65,1,3,30,32,5,65,5,4,80.0,1,20.0,32,177,74,1,1,1,1,1,49,8,0,0,0,2,3,0,2,2,1,0,0,0,5,1,3,25.0
7,Bruno Guimarães,39,br BRA,CM,24-263,89,0,0,0,0,1,0,0,0,85,3,1,0,0.0,0.0,0.3,7,0,64,73,87.7,10,60,3,8,5,b2b47a98,1ac96eb4,82518f62,b2b47a98,2,e4a775cb,0,64,73,87.7,912,284,36,38,94.7,18,19,94.7,5,10,50.0,0,0.3,0.1,3,8,5,0,10,73,71,2,2,3,0,1,0,0,0,0,0,64,0,1,3,2,1,2,0,0,0,,0,0,0,0,1,4,0,0,85,2,7,52,27,1,85,8,5,62.5,3,37.5,60,404,167,3,2,0,1,3,65,3,0,0,0,0,4,0,1,1,2,0,0,0,10,0,0,
8,Sven Botman,4,nl NED,"CB,CM",22-206,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,b2b47a98,1ac96eb4,ccce7025,b2b47a98,2,e4a775cb,0,3,3,100.0,55,25,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,,0,,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Joe Willock,28,eng ENG,RM,22-351,79,0,0,0,0,3,1,0,0,45,4,0,2,0.2,0.2,0.2,1,0,26,30,86.7,2,26,1,3,0,b2b47a98,1ac96eb4,a3b03921,b2b47a98,2,e4a775cb,0,26,30,86.7,402,78,15,16,93.8,9,9,100.0,2,3,66.7,0,0.2,0.3,1,2,1,0,2,30,29,0,0,0,0,1,0,0,0,0,0,26,1,0,4,2,0,0,4,3,4,75.0,1,2,0,2,0,4,0,0,45,0,0,18,29,7,45,3,0,0.0,0,0.0,26,171,36,1,1,1,5,2,31,6,0,0,0,1,1,0,1,0,2,0,0,0,7,0,2,0.0
10,Sean Longstaff,36,eng ENG,"RM,CM",24-280,11,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.2,1,0,3,5,60.0,0,3,0,0,0,b2b47a98,1ac96eb4,a2b105e0,b2b47a98,2,e4a775cb,0,3,5,60.0,68,11,0,0,,3,3,100.0,0,2,0.0,0,0.2,0.1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,6,0,1,3,2,1,6,0,0,,0,,3,20,13,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
11,Matt Targett,13,eng ENG,LB,26-322,90,0,0,0,0,0,0,0,0,61,3,0,0,0.0,0.0,0.1,5,0,47,60,78.3,10,21,1,0,0,b2b47a98,1ac96eb4,e514ab62,b2b47a98,2,e4a775cb,0,47,60,78.3,751,355,21,24,87.5,23,25,92.0,2,8,25.0,0,0.1,0.1,3,4,2,0,10,60,49,10,2,0,0,4,5,3,1,1,0,47,1,2,3,3,1,1,1,2,3,66.7,1,0,0,0,0,3,1,0,61,0,14,28,20,0,61,0,0,,0,,21,114,83,1,0,0,0,0,38,4,0,0,0,2,1,0,4,0,3,0,0,0,10,1,0,100.0
12,Dan Burn,33,eng ENG,CB,30-089,90,0,0,0,0,4,1,0,0,46,2,0,0,0.2,0.2,0.0,1,0,28,33,84.8,1,14,0,0,0,b2b47a98,1ac96eb4,b2d31e83,b2b47a98,2,e4a775cb,0,28,33,84.8,571,142,10,12,83.3,13,16,81.3,4,4,100.0,0,0.0,0.0,1,1,0,0,1,33,31,2,2,0,0,0,0,0,0,0,0,28,0,0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,5,0,46,7,28,12,6,6,46,0,0,,0,,14,47,16,0,0,0,0,0,23,1,0,0,0,0,0,1,0,0,1,0,0,0,6,2,1,66.7
13,Fabian Schär,5,ch SUI,CB,30-229,90,1,0,0,0,2,1,0,0,68,2,3,3,0.1,0.1,0.1,2,0,38,52,73.1,3,25,1,0,0,b2b47a98,1ac96eb4,c8aa95da,b2b47a98,2,e4a775cb,0,38,52,73.1,756,372,15,18,83.3,19,23,82.6,4,11,36.4,0,0.1,0.1,1,2,1,1,3,52,50,2,2,0,1,1,0,0,0,0,0,38,0,0,2,0,0,1,1,2,2,100.0,0,3,2,1,3,5,4,0,68,6,37,27,6,1,68,0,0,,0,,25,108,74,1,0,0,2,0,31,2,0,0,0,0,2,0,1,3,0,0,0,0,8,4,3,57.1
14,Kieran Trippier,2,eng ENG,RB,31-321,90,0,0,0,0,1,0,0,0,99,1,4,2,0.0,0.0,0.1,4,1,63,89,70.8,12,39,2,0,0,b2b47a98,1ac96eb4,21512407,b2b47a98,2,e4a775cb,0,63,89,70.8,1219,630,25,33,75.8,27,36,75.0,9,16,56.3,0,0.1,0.1,2,9,4,1,12,89,67,22,2,0,1,10,13,7,2,2,2,63,0,1,1,1,0,1,0,1,2,50.0,1,2,0,2,4,5,1,0,99,3,17,42,40,1,99,0,0,,0,,39,155,54,2,1,0,2,0,53,7,0,0,0,0,0,0,10,4,1,0,0,0,15,2,4,33.3
15,Nick Pope,22,eng ENG,GK,30-109,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,17,21,81.0,0,15,0,0,0,b2b47a98,1ac96eb4,4b40d9ca,b2b47a98,2,e4a775cb,0,17,21,81.0,465,315,3,3,100.0,8,8,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,21,18,3,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,17,22,0,0,0,22,0,0,,0,,15,113,69,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,Sam Surridge,16,eng ENG,FW,24-009,62,0,0,0,0,2,0,0,0,25,0,0,1,0.2,0.2,0.0,0,0,5,11,45.5,2,10,0,3,1,e4a775cb,1ac96eb4,b017b770,b2b47a98,2,e4a775cb,0,5,11,45.5,82,18,3,7,42.9,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,2,11,11,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,3,0,25,4,10,7,9,2,25,3,1,33.3,2,66.7,10,16,10,0,0,0,0,0,16,3,0,0,0,2,1,0,1,0,0,0,0,0,1,3,2,60.0
17,Taiwo Awoniyi,9,ng NGA,"AM,FW",24-359,28,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,e4a775cb,1ac96eb4,e5478b87,b2b47a98,2,e4a775cb,0,3,4,75.0,45,0,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,7,0,0,6,1,0,7,0,0,,0,,4,11,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0.0
18,Brennan Johnson,20,wls WAL,"FW,LW",21-075,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,6,15,40.0,0,8,1,1,0,e4a775cb,1ac96eb4,0cd31129,b2b47a98,2,e4a775cb,0,6,15,40.0,54,11,4,7,57.1,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0,15,14,1,0,0,0,1,0,1,1,0,0,6,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,2,9,9,3,20,1,0,0.0,1,100.0,8,42,24,1,0,2,2,1,16,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
19,Jesse Lingard,11,eng ENG,AM,29-234,90,0,0,0,0,1,0,0,0,37,0,2,0,0.1,0.1,0.0,3,0,25,27,92.6,4,22,2,1,0,e4a775cb,1ac96eb4,810e3c74,b2b47a98,2,e4a775cb,0,25,27,92.6,457,142,10,11,90.9,12,13,92.3,3,3,100.0,0,0.0,0.2,1,5,2,1,4,27,22,5,1,0,0,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,37,0,3,28,7,1,37,1,0,0.0,1,100.0,22,129,92,2,2,0,4,2,25,6,0,0,0,2,0,0,1,2,0,0,0,0,5,0,0,
20,Jack Colback,8,eng ENG,"CM,DM",32-286,90,0,0,0,0,0,0,0,0,34,5,1,0,0.0,0.0,0.0,0,0,22,25,88.0,3,10,2,0,0,e4a775cb,1ac96eb4,963a9201,b2b47a98,2,e4a775cb,0,22,25,88.0,391,102,9,11,81.8,11,11,100.0,2,3,66.7,0,0.0,0.0,0,2,0,0,3,25,24,1,1,0,0,0,0,0,0,0,0,22,0,0,5,4,3,2,0,2,3,66.7,1,0,0,0,1,6,1,0,34,3,15,16,3,0,34,0,0,,0,,10,80,48,2,1,0,2,1,18,0,0,0,0,1,1,0,0,1,4,0,0,0,4,1,0,100.0
21,Lewis O'Brien,14,eng ENG,CM,23-296,74,0,0,0,0,1,0,1,0,44,3,1,3,0.0,0.0,0.0,2,0,20,26,76.9,1,19,2,2,1,e4a775cb,1ac96eb4,089667a5,b2b47a98,2,e4a775cb,0,20,26,76.9,333,60,8,10,80.0,12,14,85.7,0,2,0.0,0,0.0,0.0,0,1,0,0,1,26,25,1,1,0,0,0,0,0,0,0,0,20,0,0,3,2,0,3,0,1,2,50.0,1,3,0,3,1,4,4,0,44,7,21,21,3,0,44,2,1,50.0,1,50.0,19,133,78,2,1,0,2,1,16,0,1,0,0,1,2,0,0,1,2,0,0,0,13,1,1,50.0
22,Orel Mangala,5,be BEL,"DM,CM",24-141,16,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,4,0,0,0,e4a775cb,1ac96eb4,a572e291,b2b47a98,2,e4a775cb,0,7,8,87.5,127,39,2,2,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,9,0,2,7,0,0,9,0,0,,0,,4,9,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
23,Harry Toffolo,15,eng ENG,"WB,LB",26-352,90,0,0,0,0,0,0,0,0,63,0,1,1,0.0,0.0,0.0,1,0,24,49,49.0,1,25,0,1,1,e4a775cb,1ac96eb4,a105d46a,b2b47a98,2,e4a775cb,0,24,49,49.0,399,192,14,18,77.8,8,17,47.1,2,11,18.2,0,0.0,0.0,0,0,0,0,1,49,39,10,0,0,0,4,10,0,0,0,0,24,0,3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,63,8,33,16,15,0,63,1,1,100.0,0,0.0,25,99,51,0,0,0,1,0,32,2,0,0,0,0,1,0,4,1,0,0,0,0,7,2,2,50.0
24,Neco Williams,7,wls WAL,"WB,RB",21-115,90,0,0,0,0,1,0,1,0,56,1,3,3,0.0,0.0,0.1,2,0,31,41,75.6,2,23,5,1,1,e4a775cb,1ac96eb4,dd323728,b2b47a98,2,e4a775cb,0,31,41,75.6,637,244,10,12,83.3,17,20,85.0,4,8,50.0,0,0.1,0.1,1,2,1,1,2,41,28,13,3,0,0,2,10,0,0,0,0,31,0,0,1,1,1,0,0,0,2,0.0,2,3,1,2,3,4,3,0,56,9,24,26,7,1,56,1,1,100.0,0,0.0,23,242,168,5,0,0,0,1,21,2,1,0,0,2,1,0,2,3,1,0,0,0,6,0,0,
